year,mv_incumbent,post_winning_incumbent_unc,country,term_lim,iid
2000,-29.749483,0,Brazil,1,10351
2000,-16.690054,0,Brazil,1,10353
2000,24.742477,0,Brazil,1,10355
2000,10.74473,0,Brazil,1,10356
2000,24.356043,0,Brazil,1,10357
2000,-17.663618,1,Brazil,1,10359
2000,-10.493326,0,Brazil,1,10361
2000,100,1,Brazil,1,10362
2000,63.777267,1,Brazil,1,10364
2000,-32.114471,0,Brazil,1,10366
2000,11.693001,1,Brazil,1,10367
2000,-13.684564,0,Brazil,1,10369
2000,25.442392,0,Brazil,1,10370
2000,-1.0246664,0,Brazil,1,10371
2000,-4.1490259,1,Brazil,1,10372
2000,-.86743832,0,Brazil,1,10374
2000,-8.199728,0,Brazil,1,10375
2000,18.997911,0,Brazil,1,10379
2000,31.853497,0,Brazil,1,10380
2000,2.8780251,0,Brazil,1,10382
2000,40.071995,0,Brazil,1,10383
2000,3.6540866,0,Brazil,1,10386
2000,13.991034,0,Brazil,1,10388
2000,44.018925,0,Brazil,1,10389
2000,8.9569597,0,Brazil,1,10391
2000,-35.545887,0,Brazil,1,10395
2000,19.526382,1,Brazil,1,10396
2000,9.8387718,1,Brazil,1,10397
2000,-8.5714283,1,Brazil,1,10398
2000,-10.3708,0,Brazil,1,10399
2000,-33.40456,0,Brazil,1,10400
2000,-31.734238,0,Brazil,1,10401
2000,35.75803,1,Brazil,1,10402
2000,2.6833951,1,Brazil,1,10403
2000,19.024939,0,Brazil,1,10405
2000,-46.794292,0,Brazil,1,10406
2000,24.140858,0,Brazil,1,10407
2000,16.821346,0,Brazil,1,10408
2000,-42.430626,0,Brazil,1,10409
2000,-4.0011077,0,Brazil,1,10410
2000,12.465373,0,Brazil,1,10411
2000,-15.468177,0,Brazil,1,10412
2000,11.063305,0,Brazil,1,10413
2000,5.6484432,0,Brazil,1,10414
2000,-14.740756,1,Brazil,1,10415
2000,17.244566,0,Brazil,1,10416
2000,-14.192068,1,Brazil,1,10417
2000,13.251671,1,Brazil,1,10420
2000,-2.1097064,0,Brazil,1,10421
2000,18.813503,1,Brazil,1,10422
2000,4.4889631,0,Brazil,1,10424
2000,27.711729,0,Brazil,1,10425
2000,-7.3133588,1,Brazil,1,10426
2000,-20.117283,0,Brazil,1,10427
2000,7.7652664,1,Brazil,1,10428
2000,40.742622,0,Brazil,1,10429
2000,-14.841366,0,Brazil,1,10430
2000,9.9822941,0,Brazil,1,10432
2000,4.9573689,0,Brazil,1,10434
2000,4.158464,0,Brazil,1,10435
2000,-38.394138,0,Brazil,1,10437
2000,31.450579,1,Brazil,1,10439
2000,-14.247549,1,Brazil,1,10440
2000,-20.63253,0,Brazil,1,10441
2000,-11.536956,1,Brazil,1,10442
2000,-10.66308,0,Brazil,1,10443
2000,-25.310543,0,Brazil,1,10444
2000,-17.775976,1,Brazil,1,10445
2000,-29.821428,0,Brazil,1,10447
2000,-43.660061,0,Brazil,1,10448
2000,-36.44664,0,Brazil,1,10449
2000,-28.093075,0,Brazil,1,10450
2000,2.6714892,0,Brazil,1,10452
2000,100,0,Brazil,1,10453
2000,-31.225296,1,Brazil,1,10454
2000,37.499203,0,Brazil,1,10455
2000,5.3803325,0,Brazil,1,10456
2000,-25.058317,1,Brazil,1,10458
2000,100,0,Brazil,1,10461
2000,-7.0338607,0,Brazil,1,10462
2000,100,1,Brazil,1,10466
2000,-67.782593,0,Brazil,1,10470
2000,-4.5524416,0,Brazil,1,10471
2000,14.606857,0,Brazil,1,10472
2000,-23.466188,0,Brazil,1,10473
2000,-44.536907,0,Brazil,1,10475
2000,-16.393181,0,Brazil,1,10477
2000,5.1168413,0,Brazil,1,10480
2000,-19.734266,0,Brazil,1,10482
2000,-1.6843051,0,Brazil,1,10484
2000,46.419544,1,Brazil,1,10485
2000,9.2887039,0,Brazil,1,10486
2000,-4.8090515,0,Brazil,1,10487
2000,23.304283,0,Brazil,1,10488
2000,-15.275797,0,Brazil,1,10490
2000,24.612404,1,Brazil,1,10494
2000,-11.338699,0,Brazil,1,10495
2000,5.9449883,1,Brazil,1,10497
2000,8.1319542,0,Brazil,1,10499
2000,-13.24457,1,Brazil,1,10500
2000,-21.094158,0,Brazil,1,10503
2000,-16.041389,0,Brazil,1,10504
2000,-12.977841,0,Brazil,1,10506
2000,2.5087118,0,Brazil,1,10507
2000,-7.7339115,0,Brazil,1,10508
2000,-.40025711,0,Brazil,1,10509
2000,-24,0,Brazil,1,10510
2000,-9.5159054,0,Brazil,1,10511
2000,28.974455,0,Brazil,1,10512
2000,3.5575151,0,Brazil,1,10514
2000,-10.436893,0,Brazil,1,10515
2000,5.0329475,0,Brazil,1,10516
2000,4.5550108,1,Brazil,1,10519
2000,-6.187427,1,Brazil,1,10520
2000,-22.651741,0,Brazil,1,10521
2000,-41.328568,0,Brazil,1,10522
2000,11.162272,0,Brazil,1,10523
2000,19.50556,0,Brazil,1,10524
2000,-47.67123,0,Brazil,1,10525
2000,4.7376423,0,Brazil,1,10527
2000,-6.2824221,0,Brazil,1,10528
2000,17.422592,0,Brazil,1,10529
2000,-25.025677,0,Brazil,1,10531
2000,19.093451,0,Brazil,1,10532
2000,7.8891249,0,Brazil,1,10533
2000,-9.0507746,0,Brazil,1,10534
2000,-4.8686504,1,Brazil,1,10536
2000,15.760433,1,Brazil,1,10537
2000,65.709854,0,Brazil,1,10538
2000,100,0,Brazil,1,10540
2000,-18.299557,1,Brazil,1,10543
2000,20.34413,1,Brazil,1,10545
2000,25.704134,1,Brazil,1,10549
2000,-14.060903,0,Brazil,1,10550
2000,-21.279135,1,Brazil,1,10552
2000,-11.629894,1,Brazil,1,10553
2000,6.8069072,0,Brazil,1,10554
2000,-21.993008,0,Brazil,1,10555
2000,-27.56604,1,Brazil,1,10560
2000,-19.691628,0,Brazil,1,10561
2000,50.592316,0,Brazil,1,10562
2000,-47.81197,1,Brazil,1,10567
2000,57.995987,0,Brazil,1,10569
2000,-33.419289,0,Brazil,1,10570
2000,8.6082573,0,Brazil,1,10571
2000,-17.212736,1,Brazil,1,10576
2000,47.056007,1,Brazil,1,10577
2000,16.306698,1,Brazil,1,10579
2000,-57.359623,0,Brazil,1,10580
2000,14.471552,0,Brazil,1,10581
2000,44.40559,0,Brazil,1,10582
2000,40.205811,1,Brazil,1,10585
2000,63.252186,0,Brazil,1,10586
2000,47.47736,0,Brazil,1,10587
2000,-1.0946721,0,Brazil,1,10589
2000,7.6408386,0,Brazil,1,10590
2000,10.232028,0,Brazil,1,10593
2000,-5.7781935,0,Brazil,1,10594
2000,-2.7704477,0,Brazil,1,10596
2000,-7.2367191,0,Brazil,1,10597
2000,-38.713787,0,Brazil,1,10599
2000,-20.368639,1,Brazil,1,10600
2000,-11.86671,0,Brazil,1,10601
2000,60.023014,0,Brazil,1,10604
2000,15.049752,1,Brazil,1,10605
2000,-13.512766,0,Brazil,1,10607
2000,54.949615,0,Brazil,1,10608
2000,-23.951582,0,Brazil,1,10609
2000,33.916302,0,Brazil,1,10610
2000,-21.454548,0,Brazil,1,10612
2000,17.545942,0,Brazil,1,10613
2000,28.680122,0,Brazil,1,10614
2000,8.6609364,0,Brazil,1,10618
2000,-15.09321,0,Brazil,1,10619
2000,-7.6705098,0,Brazil,1,10621
2000,2.0366609,0,Brazil,1,10624
2000,24.639771,0,Brazil,1,10625
2000,-21.989527,0,Brazil,1,10626
2000,-10.061065,1,Brazil,1,10627
2000,46.408047,0,Brazil,1,10628
2000,1.8556714,1,Brazil,1,10629
2000,11.498323,1,Brazil,1,10630
2000,-2.1857917,0,Brazil,1,10633
2000,2.7627349,0,Brazil,1,10635
2000,-7.2237639,0,Brazil,1,10636
2000,-33.016876,0,Brazil,1,10637
2000,-12.794569,0,Brazil,1,10641
2000,4.9325466,1,Brazil,1,10643
2000,25.285959,0,Brazil,1,10645
2000,19.91744,0,Brazil,1,10647
2000,6.3911438,1,Brazil,1,10648
2000,9.8916798,0,Brazil,1,10649
2000,-9.7053499,0,Brazil,1,10650
2000,15.774131,0,Brazil,1,10652
2000,-3.483218,0,Brazil,1,10653
2000,-17.153025,0,Brazil,1,10654
2000,91.019348,1,Brazil,1,10655
2000,1.3380796,0,Brazil,1,10657
2000,-30.964071,1,Brazil,1,10658
2000,35.980148,0,Brazil,1,10659
2000,47.690475,1,Brazil,1,10661
2000,-21.312782,0,Brazil,1,10663
2000,-54.26535,0,Brazil,1,10664
2000,7.8526735,0,Brazil,1,10665
2000,-22.660574,0,Brazil,1,10666
2000,-7.2771072,0,Brazil,1,10667
2000,-58.555092,0,Brazil,1,10670
2000,63.121407,1,Brazil,1,10671
2000,5.9161544,0,Brazil,1,10674
2000,-1.3282746,1,Brazil,1,10675
2000,-18.602764,0,Brazil,1,10676
2000,100,1,Brazil,1,10677
2000,-19.758795,0,Brazil,1,10678
2000,31.419516,0,Brazil,1,10680
2000,20.855049,1,Brazil,1,10682
2000,7.4782906,1,Brazil,1,10683
2000,-17.721006,0,Brazil,1,10685
2000,-28.951031,0,Brazil,1,10686
2000,-7.8915148,0,Brazil,1,10687
2000,100,0,Brazil,1,10688
2000,-5.0430388,1,Brazil,1,10689
2000,-51.469276,0,Brazil,1,10690
2000,86.01004,1,Brazil,1,10693
2000,-29.594952,1,Brazil,1,10694
2000,30.453945,1,Brazil,1,10697
2000,-27.5338,0,Brazil,1,10698
2000,-1.109004,1,Brazil,1,10699
2000,-13.894073,0,Brazil,1,10700
2000,-32.130886,0,Brazil,1,10701
2000,-44.246613,0,Brazil,1,10703
2000,-23.515356,0,Brazil,1,10705
2000,21.277002,1,Brazil,1,10706
2000,4.9372253,0,Brazil,1,10707
2000,2.6080279,0,Brazil,1,10708
2000,-22.335812,0,Brazil,1,10710
2000,-18.929935,0,Brazil,1,10713
2000,-7.8855543,1,Brazil,1,10720
2000,33.250313,0,Brazil,1,10721
2000,-12.440432,0,Brazil,1,10722
2000,-28.537476,0,Brazil,1,10723
2000,-9.8354664,1,Brazil,1,10724
2000,-21.501705,0,Brazil,1,10726
2000,-32.833797,0,Brazil,1,10727
2000,9.7190676,1,Brazil,1,10728
2000,-26.098192,0,Brazil,1,10729
2000,2.202642,1,Brazil,1,10731
2000,-3.6292048,1,Brazil,1,10732
2000,-4.8522024,0,Brazil,1,10733
2000,26.605501,0,Brazil,1,10734
2000,100,0,Brazil,1,10736
2000,-38.507607,0,Brazil,1,10737
2000,64.070641,0,Brazil,1,10739
2000,26.649391,1,Brazil,1,10740
2000,-1.7616183,0,Brazil,1,10747
2000,-5.8407068,0,Brazil,1,10748
2000,17.028988,0,Brazil,1,10750
2000,70.238968,1,Brazil,1,10751
2000,-10.910141,0,Brazil,1,10752
2000,1.6124636,0,Brazil,1,10753
2000,1.5381724,0,Brazil,1,10754
2000,17.2225,0,Brazil,1,10755
2000,-38.838337,0,Brazil,1,10756
2000,-3.7196577,1,Brazil,1,10757
2000,39.591637,0,Brazil,1,10758
2000,54.848415,0,Brazil,1,10760
2000,1.3983041,1,Brazil,1,10761
2000,25.56946,0,Brazil,1,10762
2000,52.33786,0,Brazil,1,10763
2000,-30.166637,0,Brazil,1,10764
2000,8.6757984,0,Brazil,1,10766
2000,14.564482,0,Brazil,1,10769
2000,17.159763,0,Brazil,1,10770
2000,-33.064331,0,Brazil,1,10771
2000,-58.831684,0,Brazil,1,10772
2000,-19.8517,0,Brazil,1,10775
2000,-30.721798,0,Brazil,1,10776
2000,-4.6456871,0,Brazil,1,10778
2000,8.5393276,0,Brazil,1,10779
2000,-10.23159,0,Brazil,1,10780
2000,47.98214,1,Brazil,1,10783
2000,7.155478,0,Brazil,1,10784
2000,-6.7897677,0,Brazil,1,10785
2000,5.9639363,0,Brazil,1,10790
2000,-7.9787254,1,Brazil,1,10791
2000,31.800768,0,Brazil,1,10795
2000,-7.300508,0,Brazil,1,10796
2000,13.24397,0,Brazil,1,10797
2000,9.3409748,0,Brazil,1,10799
2000,2.762434,0,Brazil,1,10801
2000,-39.083557,0,Brazil,1,10802
2000,-26.091957,0,Brazil,1,10803
2000,26.429712,0,Brazil,1,10804
2000,-5.6059213,0,Brazil,1,10805
2000,13.625681,0,Brazil,1,10806
2000,-22.882545,0,Brazil,1,10807
2000,-.34873486,0,Brazil,1,10808
2000,-5.4514499,0,Brazil,1,10810
2000,7.9378395,0,Brazil,1,10811
2000,18.2029,0,Brazil,1,10814
2000,6.8516941,0,Brazil,1,10815
2000,24.796942,0,Brazil,1,10817
2000,-49.727089,0,Brazil,1,10818
2000,-33.931244,0,Brazil,1,10820
2000,4.126987,0,Brazil,1,10821
2000,23.22242,0,Brazil,1,10822
2000,-.50999522,1,Brazil,1,10823
2000,-14.384237,0,Brazil,1,10824
2000,-36.475269,0,Brazil,1,10825
2000,-18.405628,1,Brazil,1,10826
2000,-30.802418,0,Brazil,1,10827
2000,100,0,Brazil,1,10828
2000,-43.53183,0,Brazil,1,10831
2000,27.768505,1,Brazil,1,10833
2000,20.579708,0,Brazil,1,10834
2000,-26.11607,0,Brazil,1,10835
2000,37.529137,1,Brazil,1,10836
2000,-3.5771489,1,Brazil,1,10839
2000,-15.672675,0,Brazil,1,10840
2000,-15.488016,0,Brazil,1,10841
2000,-11.116611,0,Brazil,1,10842
2000,-13.399932,0,Brazil,1,10844
2000,1.4996052,0,Brazil,1,10845
2000,-34.760387,0,Brazil,1,10846
2000,-4.2380929,0,Brazil,1,10847
2000,11.133811,1,Brazil,1,10848
2000,-13.843581,0,Brazil,1,10849
2000,-5.2378654,0,Brazil,1,10851
2000,22.779369,0,Brazil,1,10852
2000,26.661575,0,Brazil,1,10853
2000,14.074079,1,Brazil,1,10854
2000,-1.9075811,1,Brazil,1,10859
2000,-40.291042,0,Brazil,1,10862
2000,-2.2121906,0,Brazil,1,10863
2000,-20.166668,0,Brazil,1,10865
2000,6.1431289,0,Brazil,1,10866
2000,-33.254532,0,Brazil,1,10868
2000,-8.5561514,0,Brazil,1,10869
2000,-13.129103,0,Brazil,1,10870
2000,16.917431,0,Brazil,1,10871
2000,30.809307,0,Brazil,1,10872
2000,100,0,Brazil,1,10873
2000,48.290157,0,Brazil,1,10876
2000,-4.8751473,0,Brazil,1,10877
2000,8.3076925,0,Brazil,1,10879
2000,-5.0437093,0,Brazil,1,10880
2000,15.585107,0,Brazil,1,10881
2000,22.509802,0,Brazil,1,10883
2000,-3.383276,0,Brazil,1,10885
2000,-10.709119,0,Brazil,1,10887
2000,22.357523,0,Brazil,1,10888
2000,2.2482872,0,Brazil,1,10889
2000,18.490564,0,Brazil,1,10890
2000,8.1991196,1,Brazil,1,10891
2000,-12.817738,0,Brazil,1,10892
2000,-35.72496,0,Brazil,1,10894
2000,-1.7274499,0,Brazil,1,10898
2000,8.6838512,0,Brazil,1,10899
2000,-3.0014634,1,Brazil,1,10900
2000,18.890535,0,Brazil,1,10901
2000,55.238091,0,Brazil,1,10903
2000,-9.7990484,1,Brazil,1,10904
2000,-14.375573,0,Brazil,1,10905
2004,2.1228642,0,Brazil,1,10906
2004,10.052562,1,Brazil,1,10907
2004,12.617061,1,Brazil,1,10908
2004,-15.278837,1,Brazil,1,10909
2004,-14.301401,0,Brazil,1,10910
2004,2.4671197,1,Brazil,1,10913
2004,-54.537815,0,Brazil,1,10914
2004,-38.319542,0,Brazil,1,10916
2004,-24.697447,1,Brazil,1,10917
2004,-2.5249572,0,Brazil,1,10920
2004,33.346893,0,Brazil,1,10922
2004,20.148563,1,Brazil,1,10923
2004,-1.9068837,0,Brazil,1,10925
2004,-2.2215753,1,Brazil,1,10927
2004,-32.886192,1,Brazil,1,10928
2004,1.8649906,0,Brazil,1,10929
2004,-4.0647926,0,Brazil,1,10931
2004,-16.021561,0,Brazil,1,10934
2004,-31.988249,0,Brazil,1,10937
2004,26.717234,0,Brazil,1,10938
2004,12.481853,0,Brazil,1,10939
2004,-21.172274,0,Brazil,1,10943
2004,-13.377243,0,Brazil,1,10945
2004,60.216583,1,Brazil,1,10946
2004,6.856957,0,Brazil,1,10950
2004,63.379318,1,Brazil,1,10951
2004,-4.3174925,0,Brazil,1,10952
2004,-4.8186393,0,Brazil,1,10953
2004,30.509197,1,Brazil,1,10957
2004,-1.1506587,0,Brazil,1,10960
2004,24.038612,1,Brazil,1,10961
2004,-8.2291336,0,Brazil,1,10962
2004,-7.3500009,0,Brazil,1,10965
2004,-19.40814,0,Brazil,1,10966
2004,17.098284,1,Brazil,1,10967
2004,4.9197884,0,Brazil,1,10970
2004,-5.9294882,0,Brazil,1,10972
2004,24.671082,0,Brazil,1,10973
2004,-2.8970182,0,Brazil,1,10974
2004,20.129412,0,Brazil,1,10976
2004,7.5855851,1,Brazil,1,10977
2004,34.453228,1,Brazil,1,10981
2004,16.065861,1,Brazil,1,10985
2004,7.9636903,0,Brazil,1,10986
2004,19.908672,0,Brazil,1,10991
2004,7.9856277,0,Brazil,1,10993
2004,5.5200906,0,Brazil,1,10996
2004,-6.5577598,0,Brazil,1,10998
2004,-11.647883,1,Brazil,1,10999
2004,.64293444,0,Brazil,1,11000
2004,100,1,Brazil,1,11002
2004,57.479919,0,Brazil,1,11003
2004,6.1626434,0,Brazil,1,11006
2004,3.539917,0,Brazil,1,11007
2004,-5.1890283,0,Brazil,1,11011
2004,-11.520826,0,Brazil,1,11013
2004,8.3741426,1,Brazil,1,11014
2004,6.3994021,1,Brazil,1,11016
2004,27.544235,1,Brazil,1,11018
2004,-26.335644,0,Brazil,1,11020
2004,1.685223,0,Brazil,1,11024
2004,13.60859,0,Brazil,1,11026
2004,19.854282,0,Brazil,1,11030
2004,11.199251,0,Brazil,1,11031
2004,-38.486992,0,Brazil,1,11042
2004,-65.3116,0,Brazil,1,11048
2004,.54987371,0,Brazil,1,11052
2004,1.8736243,1,Brazil,1,11055
2004,-41.103992,1,Brazil,1,11059
2004,5.5437088,0,Brazil,1,11060
2004,-2.9105334,1,Brazil,1,11062
2004,5.5799961,1,Brazil,1,11067
2004,-5.7060361,0,Brazil,1,11071
2004,-9.1326027,0,Brazil,1,11072
2004,-25.879583,0,Brazil,1,11073
2004,-11.992964,0,Brazil,1,11075
2004,-23.62719,0,Brazil,1,11077
2004,-30.781063,0,Brazil,1,11078
2004,13.44364,0,Brazil,1,11080
2004,6.2145562,1,Brazil,1,11082
2004,10.192835,0,Brazil,1,11086
2004,-12.359243,0,Brazil,1,11089
2004,2.7763991,0,Brazil,1,11090
2004,-2.0408154,0,Brazil,1,11091
2004,-5.2400708,0,Brazil,1,11092
2004,-17.480719,0,Brazil,1,11093
2004,10.957852,0,Brazil,1,11094
2004,-16.611843,0,Brazil,1,11095
2004,-12.490961,1,Brazil,1,11097
2004,-78.817451,1,Brazil,1,11100
2004,-3.7779331,0,Brazil,1,11102
2004,-3.7866683,0,Brazil,1,11103
2004,16.459978,0,Brazil,1,11106
2004,17.380762,0,Brazil,1,11108
2004,13.853031,1,Brazil,1,11109
2004,10.996649,1,Brazil,1,11110
2004,23.264336,0,Brazil,1,11112
2004,-26.886463,0,Brazil,1,11116
2004,-13.115891,0,Brazil,1,11117
2004,-.29970109,0,Brazil,1,11119
2004,1.1711836,1,Brazil,1,11120
2004,1.2012482,0,Brazil,1,11122
2004,-1.2339205,0,Brazil,1,11127
2004,14.758337,1,Brazil,1,11129
2004,22.350029,0,Brazil,1,11131
2004,-1.6352206,0,Brazil,1,11132
2004,-34.092541,0,Brazil,1,11134
2004,-10.35701,0,Brazil,1,11136
2004,12.02346,0,Brazil,1,11137
2004,-14.67185,0,Brazil,1,11139
2004,30.667601,0,Brazil,1,11144
2004,2.1797836,1,Brazil,1,11147
2004,66.169289,0,Brazil,1,11148
2004,16.512436,1,Brazil,1,11150
2004,28.777643,0,Brazil,1,11153
2004,12.714881,1,Brazil,1,11154
2004,7.3692889,0,Brazil,1,11155
2004,-38.501392,0,Brazil,1,11157
2004,-4.7619076,1,Brazil,1,11158
2004,-16.984165,0,Brazil,1,11160
2004,18.414661,1,Brazil,1,11162
2004,17.65712,0,Brazil,1,11163
2004,14.263773,0,Brazil,1,11164
2004,-7.8542113,0,Brazil,1,11166
2004,-4.8699379,0,Brazil,1,11168
2004,2.4679303,0,Brazil,1,11169
2004,-3.2490253,1,Brazil,1,11172
2004,21.192986,0,Brazil,1,11176
2004,4.9250512,0,Brazil,1,11177
2004,-31.477625,0,Brazil,1,11179
2004,-14.612633,0,Brazil,1,11180
2004,-5.1433535,0,Brazil,1,11181
2004,-27.790266,1,Brazil,1,11184
2004,-2.9791684,0,Brazil,1,11186
2004,29.336189,0,Brazil,1,11191
2004,-11.488426,0,Brazil,1,11192
2004,-34.607155,0,Brazil,1,11196
2004,-26.622755,0,Brazil,1,11198
2004,-17.704409,0,Brazil,1,11200
2004,-13.857306,0,Brazil,1,11201
2004,12.631475,0,Brazil,1,11205
2004,8.1196098,1,Brazil,1,11206
2004,-17.756828,0,Brazil,1,11209
2004,18.752422,0,Brazil,1,11210
2004,-34.536873,1,Brazil,1,11211
2004,-10.977575,0,Brazil,1,11215
2004,-20.028553,0,Brazil,1,11216
2004,9.4492588,0,Brazil,1,11217
2004,29.33762,0,Brazil,1,11219
2004,-3.2784879,0,Brazil,1,11221
2004,-8.1435471,0,Brazil,1,11222
2004,12.817511,1,Brazil,1,11223
2004,17.630554,0,Brazil,1,11224
2004,17.274403,1,Brazil,1,11225
2004,3.7260294,0,Brazil,1,11226
2004,-28.277227,0,Brazil,1,11228
2004,16.655741,0,Brazil,1,11229
2004,5.8652582,1,Brazil,1,11230
2004,-16.550688,0,Brazil,1,11232
2004,49.280159,1,Brazil,1,11235
2004,1.7774433,0,Brazil,1,11236
2004,-5.7228656,0,Brazil,1,11239
2004,7.8376293,0,Brazil,1,11240
2004,.51971674,0,Brazil,1,11241
2004,.7133007,0,Brazil,1,11243
2004,.87367296,0,Brazil,1,11244
2004,.73980093,0,Brazil,1,11247
2004,12.697127,0,Brazil,1,11248
2004,-14.334363,0,Brazil,1,11249
2004,-24.62447,0,Brazil,1,11251
2004,.52205324,0,Brazil,1,11252
2004,-38.60849,0,Brazil,1,11253
2004,12.103263,0,Brazil,1,11254
2004,-3.5248189,0,Brazil,1,11255
2004,-17.47064,0,Brazil,1,11259
2004,-11.746481,0,Brazil,1,11261
2004,51.830135,1,Brazil,1,11262
2004,13.783574,0,Brazil,1,11266
2004,90.440811,0,Brazil,1,11267
2004,25.371515,0,Brazil,1,11268
2004,-40.012119,0,Brazil,1,11269
2004,-45.460911,0,Brazil,1,11271
2004,-7.6825471,0,Brazil,1,11273
2004,-15.638769,1,Brazil,1,11275
2004,-1.7580658,0,Brazil,1,11276
2004,5.8720737,0,Brazil,1,11277
2004,-9.7183418,0,Brazil,1,11280
2004,-2.6640594,0,Brazil,1,11282
2004,9.8661308,0,Brazil,1,11283
2004,-2.9491603,0,Brazil,1,11286
2004,1.755929,0,Brazil,1,11288
2004,-42.085819,1,Brazil,1,11290
2004,-6.6758423,0,Brazil,1,11295
2004,36.037643,0,Brazil,1,11298
2004,-19.913422,0,Brazil,1,11301
2004,-7.9594226,0,Brazil,1,11302
2004,-7.3347211,0,Brazil,1,11303
2004,20.673811,0,Brazil,1,11304
2004,2.5634022,0,Brazil,1,11305
2004,.57644844,0,Brazil,1,11307
2004,74.434517,0,Brazil,1,11308
2004,24.962225,0,Brazil,1,11311
2004,-10.463274,1,Brazil,1,11313
2004,-31.394482,0,Brazil,1,11314
2004,.95364153,1,Brazil,1,11316
2004,-1.6450226,0,Brazil,1,11317
2004,-21.807343,0,Brazil,1,11318
2004,-12.784791,1,Brazil,1,11319
2004,-13.850164,0,Brazil,1,11320
2004,-4.5273633,0,Brazil,1,11323
2004,-11.509148,0,Brazil,1,11326
2004,16.062132,0,Brazil,1,11330
2004,54.938519,0,Brazil,1,11332
2004,15.768349,0,Brazil,1,11338
2004,-3.0163856,0,Brazil,1,11339
2004,32.473171,0,Brazil,1,11340
2004,13.232147,0,Brazil,1,11343
2004,16.808554,0,Brazil,1,11345
2004,20.832523,1,Brazil,1,11348
2004,-6.6500721,0,Brazil,1,11349
2004,-2.2619038,0,Brazil,1,11351
2004,-8.6362953,1,Brazil,1,11352
2004,4.0921926,0,Brazil,1,11353
2004,-51.511406,0,Brazil,1,11357
2004,1.8795609,0,Brazil,1,11366
2004,-26.756844,0,Brazil,1,11367
2004,-4.755342,0,Brazil,1,11368
2004,-50.835209,0,Brazil,1,11370
2004,-16.926933,0,Brazil,1,11372
2004,-52.252071,0,Brazil,1,11373
2004,24.37661,0,Brazil,1,11374
2004,-1.1088043,0,Brazil,1,11375
2004,10.584,1,Brazil,1,11376
2004,-8.8810291,0,Brazil,1,11377
2004,57.754753,0,Brazil,1,11379
2004,-2.8235316,0,Brazil,1,11382
2004,3.8356721,0,Brazil,1,11384
2004,-2.5273323,0,Brazil,1,11387
2004,16.711929,0,Brazil,1,11388
2004,-.17846525,0,Brazil,1,11389
2004,5.2781076,0,Brazil,1,11391
2004,-11.623419,0,Brazil,1,11392
2004,16.716242,1,Brazil,1,11397
2004,-4.2627153,1,Brazil,1,11399
2004,-2.72789,1,Brazil,1,11401
2004,25.062531,0,Brazil,1,11402
2004,16.98439,0,Brazil,1,11404
2004,9.061182,0,Brazil,1,11406
2004,6.1049848,1,Brazil,1,11407
2004,5.3040862,0,Brazil,1,11411
2004,-10.531735,0,Brazil,1,11412
2004,5.271101,0,Brazil,1,11415
2004,-33.73061,0,Brazil,1,11416
2004,-3.6533566,0,Brazil,1,11417
2004,-46.627712,0,Brazil,1,11418
2004,5.6347756,0,Brazil,1,11420
2004,12.18031,0,Brazil,1,11425
2004,1.9210815,0,Brazil,1,11427
2004,-10.375524,0,Brazil,1,11428
2004,21.832809,0,Brazil,1,11436
2004,-28.082335,0,Brazil,1,11437
2004,40.261703,0,Brazil,1,11440
2004,-42.054493,0,Brazil,1,11442
2004,-16.069698,0,Brazil,1,11443
2004,3.3248453,0,Brazil,1,11445
2004,-5.4848104,0,Brazil,1,11446
2004,-32.542694,0,Brazil,1,11447
2004,2.9924691,0,Brazil,1,11448
2004,4.4025183,0,Brazil,1,11450
2004,-1.0117471,1,Brazil,1,11451
2004,73.14576,0,Brazil,1,11456
2004,9.539917,1,Brazil,1,11457
2004,20.761332,0,Brazil,1,11459
2004,5.9931278,0,Brazil,1,11460
2004,7.0224285,0,Brazil,1,11461
2004,38.772079,0,Brazil,1,11462
2004,-24.966711,0,Brazil,1,11464
2004,3.8467646,0,Brazil,1,11466
2004,-5.5089712,1,Brazil,1,11468
2004,1.6103774,1,Brazil,1,11469
2004,-7.9824209,0,Brazil,1,11470
2004,-4.533103,0,Brazil,1,11471
2004,3.1999202,0,Brazil,1,11472
2004,20.036503,1,Brazil,1,11474
2004,-19.928175,0,Brazil,1,11476
2004,41.840553,0,Brazil,1,11477
2004,-9.9026594,0,Brazil,1,11479
2004,3.5614431,0,Brazil,1,11481
2004,-1.5832394,0,Brazil,1,11482
2004,5.8526874,1,Brazil,1,11486
2004,-7.106596,0,Brazil,1,11490
2004,28.110291,0,Brazil,1,11491
2004,-40.773869,0,Brazil,1,11493
2004,-2.5941789,0,Brazil,1,11495
2004,-5.4321499,0,Brazil,1,11498
2004,-91.229607,0,Brazil,1,11499
2004,27.586517,1,Brazil,1,11501
2004,3.9229541,0,Brazil,1,11504
2004,-9.850812,0,Brazil,1,11506
2004,2.5421321,0,Brazil,1,11507
2004,-4.3173881,0,Brazil,1,11511
2004,5.7647796,1,Brazil,1,11512
2004,7.5895457,0,Brazil,1,11514
2004,10.951239,1,Brazil,1,11517
2004,3.6144614,1,Brazil,1,11520
2004,11.318392,0,Brazil,1,11521
2004,-4.5630636,0,Brazil,1,11525
2004,40.346821,1,Brazil,1,11526
2004,-4.6549559,0,Brazil,1,11527
2004,3.6657243,1,Brazil,1,11528
