"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3713.4890443077","3795.05779945092","3969.29199801668","4096.44709789542","4263.63509506357","4464.6393030017","4678.06441236589","4920.25436512954","5149.258253543","5431.8858304282","5794.12525656858","6015.09582142304","6139.67907496701","6334.57171370851","6648.42901843682","7033.91957317359","7606.75642685334","8219.48253562349","8820.71672721896","9131.49808521223","9522.51019869142","9686.0463784655","11092.7432596071","11221.3819091064","10895.9448542272","11512.4023933352","11192.372891628","11014.4861365513","11634.5468507436","12250.7804142431","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16983.2912101799","17941.638770738","18518.0692882171","18752.1876946949","19566.2138983918","20413.3694385679","21041.1210612119","21908.8170943154","22960.5002527201","23840.9501718344","25323.7130872335","26504.7545206897","27533.838706383","27953.2124549844","29051.461788952","30076.7471160031","32494.8474097177","34382.7072210253","35709.6298092209","34821.2908125019","35795.6023449027","37435.6765998417","37801.9060329183","38981.9527838612","39949.9237425708","41058.2137212505","43532.3190831732","45748.6108511596","47283.0359513291","49237.3668853511","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813.963562598406","953.371200159399","1191.11414501818","1258.91299996154","1405.60625266553","1543.82947814761","1580.77583015825","1581.61324759577","1528.58166082116","1639.99765433457","1642.46055232782","1553.45492203409","1547.72586726332","1575.13894026677","1556.6622908067","1578.90477110949","1420.73966081869","1459.83008319507","1485.19843503491","1625.50615569996","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13660.5336204353","14445.254720673","14838.8856832283","14956.0145561586","15565.1355737942","16257.7997604681","16949.408135099","17906.7160560778","19096.2455390163","19954.2902150512","21592.3351499393","22959.0073150259","24371.5988492666","25018.7610937095","26119.9300333344","27606.9340516269","30683.1604652385","32435.7842319804","33263.2723985249","32123.2507999007","31703.8657582328","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34912.4761266679","37282.4425131921","39575.5351485129","40482.5890103223","42214.1303934743","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5794.27823962398","5946.61846659303","6460.46013576893","6870.95527733516","7966.30645486429","8438.26469925153","8419.57135494532","9437.24278918913","10326.2852655066","11670.3652656957","13123.0280540251","14521.3565698867","16624.9120413037","19310.004739652","22168.6450044105","22830.0903163589","20613.562675507","21809.423909224","24777.4681922764","26190.5529510261","27642.5853670431","29135.7043979166","29397.1298449963","31231.4711464203","33820.9187318032","36358.0277629012","38811.1433407717","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415.023701067213","384.603992353478","346.583706160481","387.325522596291","394.267800932702","413.220046457874","458.326362724531","466.471213982546","442.219606665467","458.305689881517","482.88456104248","519.271811625322","520.339429068978","503.972593822878","571.403848980481","640.658319418306","711.587235243396","792.353791153243","870.715527846469","928.625939425331","1028.32403146687","1134.78484819871","1213.59646470769","1283.57092607172","1513.70384138763","1657.34509875149","1878.81249691701","2021.56104599467","2153.1494151845","2311.70438636716","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14797.165002788","15467.0636740405","15932.3156087622","16175.1194181373","16920.6033265695","17724.0612693778","18315.5003481606","19059.0621691294","19964.3931365071","20742.5061386475","22078.0158426945","23172.6908997179","24182.1807901672","24674.822964171","25835.0494283508","26808.3702176547","29085.1641162701","30994.5057710602","32483.9031351606","31836.1688223709","32871.0689314858","34465.4198716898","34937.2912138505","36087.5431469566","37076.0569606412","38227.7980424","40553.152429172","42792.2547038377","44386.6656638723","46467.4506044771","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1960.25646491411","2067.02191661731","2180.09472077354","2221.98535055903","2213.3802346648","2259.77294783386","2337.04281666939","2471.03135138439","2608.20297024445","2651.24915729631","2735.3317178162","2834.92988768305","2847.89728899146","2760.9344884843","3152.92309154499","3403.83194928734","3673.24196226382","3918.51224505153","4131.06295971983","4223.96682121826","4394.66005890317","4369.59109498673","4686.00603006414","4843.06775384134","4907.88749469452","4687.61739341319","4598.69618973814","4756.02809278016","4880.14402435807","4962.04161658764","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18132.652395602","17541.4583329303","17248.1599567434","17450.5279099441","18444.744138837","19550.9580012421","20051.9146144507","21787.1521018138","23576.4942517629","24767.280673451","26794.7532482595","27807.5694196212","28605.1223159604","29019.7732712782","31173.4510899802","32051.7940038456","34413.5720105312","37799.0376291697","40083.6972699668","38008.8160885583","38982.5334165233","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42509.1313083959","44929.9087769941","47481.2138160103","49373.1839591315","51323.8333764442","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200.87508249906","4186.44462543615","4487.70628194928","4626.66968770174","4897.40534407324","5060.22006836366","5338.51902046515","5255.16072879583","5333.46675634521","5841.72272813295","5836.73921676406","6062.23960120146","6344.8065982337","6520.71136261823","7035.7839276627","7272.43741298057","7573.5538569818","7634.12316664465","7777.69269163106","7653.43597473568","7914.08251690521","8263.0646015687","8839.47498912203","9536.26024764102","11346.867211153","12412.4221339773","12632.0135574564","13429.3159269998","14133.8933294054","14427.5824179953","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17619.2087524904","18304.2587123276","18926.4628981137","19169.8529751694","19966.4846863551","20739.5493291191","21320.5347615066","22236.2513563948","23359.0099093703","24307.4987876484","26100.3972002969","27501.8139390059","28523.8857271382","28141.914848273","29034.1247889392","30498.5792943609","32429.3927056701","34085.869633528","35095.2629574491","34711.4450795227","35926.9056275762","37440.6386298685","37679.1217798605","39523.8539542181","40144.0268283679","40860.9112179241","42920.2668185606","44826.5074739036","46605.1863431702","49435.179939609","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770.81390348381","1917.50893750592","1987.12188936634","2146.3263194176","2136.94730548674","2302.24593534844","2253.19740242668","2149.9756775472","2241.77022823659","2314.52695879294","2489.40443270812","2604.70532352055","2663.93309348241","2759.38852088052","2753.50459663605","2910.78935429293","3018.00036692095","3069.16853370739","3080.08007242237","3154.79213027908","3265.69265978426","3422.28968133032","3388.2243573684","3276.30053526617","3215.17462428751","3354.50815305938","3380.73687542893","3497.91729516813","3550.41595018639","","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12395.6195710376","13231.6783748163","12764.4940378962","13223.8632509765","13643.6504777322","14249.3675708143","14657.8744266797","15374.1822165607","15692.9971059653","14147.0123698988","13852.3390097383","14117.7550518427","13968.7683595668","14199.2358955905","14315.0350310399","14755.3810176257","14366.107125182","15187.8176745861","14517.8285231739","14177.1464228711","14837.0718261299","15638.6914694995","15356.1915415561","15114.3691935162","15370.9761530686","14699.5662365533","14286.2537403689","15006.7640910411","15091.2880733806","15486.0683210591","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16818.964068888","17145.4758900215","17553.7426144432","18379.482523489","19453.5198824631","20516.4807265754","21840.6796282576","23034.5852202546","23636.9372259866","24414.6853180808","26413.4335443993","27757.0924447363","29068.5938574601","30262.0555232904","31964.7816817557","32668.2263161355","34761.1678127332","35597.4003804668","36660.1925635403","35029.994622498","36367.9205261167","37161.554131385","38311.8971996093","39970.9960678458","41265.9380854536","42518.1412562852","44162.5511728591","45974.8643523571","46956.0777631492","48709.701144586","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5730.90993155474","4641.83105722917","2595.75295363498","1864.29486516647","1732.54492616363","1884.35910245341","2212.64389050101","2568.64333617597","2745.29681230852","2924.39146032958","3104.51567867909","3377.05111860361","3650.85721982131","4157.87940702767","4545.29313162414","5169.06243374419","5860.35840090628","6810.19083741411","7132.20527508977","6986.00454710027","7564.06306089751","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14593.504870131","15636.5537604743","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.36248910473","1308.32931862141","1350.45398118518","1408.69334138504","1445.43004153624","1495.57509779578","1552.14336244922","1604.14940573084","1656.9883745854","1712.40943340225","1771.53600411443","1837.24943040212","1903.14626956368","1989.76707835191","2104.81101894802","2241.28722981991","2394.93006123791","2500.80421736435","2711.87615815123","2792.96818094652","2973.83282053656","3379.48499790009","3781.86625632064","5259.61806897265","5454.14389253995","5117.33709503396","4890.01896330611","4996.63870607304","5317.01175916129","5636.95391019817","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.88798828195","910.420413050789","935.695681257116","979.757484062408","1013.37974842435","1054.2357193358","1092.26369651639","1138.4263325575","1163.03042949365","1195.30348427977","1224.34169006055","1269.79627719224","1329.79987626746","1345.23974934167","1386.43743416694","1442.75829461008","1471.99188410365","1578.98224246385","1638.24993436128","1595.24073493688","1653.71815370503","1743.94710091875","1795.44831348015","1811.33434665775","1804.54214982762","1819.36361591165","2078.59300695419","2420.60099315665","2557.38080921857","2670.30894674638","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1557.05784403691","1597.73120068037","1632.13382645049","1666.96327741032","1653.21545078932","1650.91911784897","1666.09734170906","1723.91685657539","1749.54254276926","1830.71197100062","1913.78299211962","2004.73194938264","1908.26082510283","2011.8107552763","2142.75386879939","2091.55151374782","2078.64098546422","2134.516360405","2244.50059503985","2341.67675790344","2434.89124880179","2215.7511092395","2199.78814290614","2121.48639167384","2027.03134851532","2066.85935860117","2068.74298831129","2072.6524500401","2194.82215924984","2298.37817290533","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.66747112958","1075.75123652927","1087.48282683691","1111.49256686698","1146.36977009373","1196.6467908242","1333.00320338844","1416.48711130745","1010.41328398211","1015.49163724776","1072.5133898637","1096.47615426051","1078.80471412875","1080.24097545247","1113.75747336745","1169.45391015502","1203.45181948587","1245.39955542448","1278.24675130448","1298.20039255608","1338.98456584651","1439.28988064393","1355.31525243304","1364.38526526016","1378.23265419054","1597.20885135332","1746.74980599346","1925.23773659951","1995.17215617401","2071.81624750216","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653.931746992101","648.010974359812","864.284414782782","949.740069821735","1092.82804969324","1264.21789960626","2065.15464068842","5049.62736333714","6071.15900968668","7429.7414108579","8617.72085017468","13807.9357460809","16076.2795626551","17891.4757867127","24283.6950088168","27963.0651566541","29646.2108125063","33506.4068642852","38407.8796836376","37447.5078699774","32965.8995911163","34280.254893443","37570.6353966964","34766.0115782044","33696.1264123214","24042.4970922993","20458.8122673241","22551.083245578","20840.2747680871","19327.1383188315","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13287.2558025827","13993.4394709174","14302.8640662678","14322.9560783876","14846.8483724742","15404.3011616687","16121.0073637945","17150.1379972673","18033.4620150648","18464.7321030753","19523.5137601682","20963.7485563359","22615.9356489706","23870.5081470032","25437.3782051198","25577.5240795599","28514.7259773514","29289.8054072303","30856.0118268477","30388.3544960412","28169.4900245403","26141.3195918975","25284.4640766238","26097.8719008736","26838.4552283268","26902.525319841","27823.3618443287","29089.0140066987","30354.34900426","31399.4156733879","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4729.10471572166","4950.14235577872","4983.43573412198","4947.35155549395","5080.5407594989","5248.08604475216","5541.96662860386","5887.29009602024","6623.69612059742","7154.03234944628","7641.5466550922","7620.281676743","7977.14779443625","8862.53934742587","9012.57627579045","10495.2380073884","10354.2138389238","11255.8564163871","11554.3082085448","10838.2242815245","10862.8674378396","11115.7069552334","11164.4387152213","11887.5776733366","13041.8161057843","14152.4175665278","15025.8216639411","16217.4998498411","17197.6580728223","17956.1054033822","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3378.43684690148","3524.3865182485","3681.21306905756","3817.79258887355","3956.82089383789","4136.96544109928","4234.34576053437","4390.57687770683","4552.88732762825","4683.9919082326","4842.21648211564","4943.64828178843","5097.52962913387","5208.76182521529","5401.53215623191","5633.13453883337","5993.15214009625","6414.1047768879","6624.49097489882","6585.06450137247","6728.24672580069","7025.67455437816","7320.15341718537","7446.58799148323","7758.4931524623","8194.44068126819","8221.74642722194","8317.36411696486","8647.82154406103","8995.5378734599","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2129.45739746015","2331.1788835094","2555.10821681405","2808.68463720632","3093.93153022014","3307.30217662687","3638.16093686389","3944.28312638618","3943.51262741337","4141.41681659478","4192.802909992","4391.31534251819","4513.82532275642","4566.41340919987","4758.86842063669","4808.62199145054","5207.01269026495","5721.21565386701","5945.05707636492","6195.69215402289","6512.32495439475","6969.70850179995","7380.61592961549","7901.95145176314","8165.72101346991","8365.61208366894","8830.39799264415","8989.03827392901","9531.88462306121","10104.7011912961","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18011.3608997323","18786.4793800328","19538.7042837055","20135.2910623039","21104.6259569746","22018.7707274953","22985.7530739155","24028.4435339237","24839.9189186631","25845.9333001557","27481.3283112851","28392.0009259612","29332.1480086037","30330.1023965661","32048.2374833026","33629.2421355051","35829.8078614673","37624.2309219593","38629.4628314576","37651.5513891603","39052.5818773252","40671.7046131886","41804.6941730333","43170.3862229369","44319.6316533532","45093.9032681364","46371.7495304416","48341.6937968899","50153.4148329236","52029.2674035501","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18270.2438610411","19800.2094833665","21334.2178111249","22798.9755487858","24141.5176033362","24738.0761330319","25123.5408647057","26637.4019903683","25141.8178241841","25895.6244927561","28253.1993796156","28821.6590117708","29631.0657040644","31165.2315307352","34518.389811087","38056.697216195","41697.0776250503","45194.9969703569","46773.8775780927","45872.5867751295","49185.2307408632","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57221.4137637583","59849.2481763342","62513.0322988904","62375.1193699712","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2052.13245558529","1993.46713849922","2102.49116146669","2228.49001378593","2217.3728523023","2336.58859276284","2355.47969315071","2435.42869805431","2479.60662686732","2427.91646360194","2591.33221421943","2648.81186170331","2720.27446234556","2824.60820301285","3006.69595508338","3210.34729495144","3443.76950617591","3671.33288297839","3816.83524759543","3674.23320933547","3778.46056107421","3928.26807500573","4032.58132276332","4142.23986815777","4452.58301911362","4823.38904401862","5147.24457804604","5561.9963118339","5806.10101352249","5965.3688189555","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","994.29193379339","1005.63897442581","993.461860743698","998.282364093587","992.45498099054","1033.45617660766","1076.86070206067","1111.17075438739","1132.1090986174","1155.31574554019","1181.4388725033","1226.22354995275","1252.86206053895","1297.29372733212","1366.75358100438","1454.03442071946","1549.28022314039","1649.37251910436","1735.67911040496","1777.34945192028","1846.21836759429","1933.24903056622","1970.73022160041","2101.67387451259","2231.97786623417","2333.76776581884","2378.58690747405","2461.56739291577","2557.30727724498","2642.02597665212","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7958.91455171005","8680.62580824371","9461.58038463645","9785.06668735957","9843.80484078127","10604.2238963546","11613.5023126558","12647.6091966458","13550.3486996382","14534.5009508079","15303.9132203517","17428.2978325876","19353.6158618454","20776.3369660676","20013.9200961191","19776.1961020706","20743.5277255118","21136.4782104464","21769.1898766218","22062.0729518503","23013.4980497633","24718.1296822444","26595.738840327","28038.685406021","29973.4260925049","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1382.34784614857","1427.4354051857","1355.83284732388","1287.79953158117","1136.53682902723","1251.80592710031","1303.47562498704","1337.4949838307","1357.72151253427","1390.10198032718","1409.02582904184","1400.89157136144","1395.90669413511","1403.60102405016","1368.01945598896","1412.94736661677","1464.636043924","1529.62055936969","1547.87765105036","1582.91249418614","1527.76885466224","1621.23033424916","1590.01685325305","1680.96409820051","1718.93391647652","1704.93058139232","1757.38514642297","1763.66326068306","1808.87603237859","1800.56456129513","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8310.04581605057","8242.21136412755","8398.45538468297","8842.69084094294","9175.34821123271","9335.54523013098","9821.53104306728","10397.905633794","10873.2478627727","11857.6196880759","13213.5738346249","14526.3882629125","15464.4113398097","16228.9939290968","17073.5514251442","18339.6180652971","19044.4187870779","20696.7285678852","20693.725076738","21586.0361423547","22894.3476393949","23148.1278813822","24498.1791614004","25604.9882089604","26668.0408752434","27699.6309373747","29529.3092284512","31578.7598003737","33978.9550945494","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2920.85273182726","3031.62509107833","3119.39558246449","3243.86004370874","3371.01225584215","3543.33599461268","3753.21235696033","3955.34678702627","3988.714939458","4147.99599938988","4431.29125509602","4644.82035322446","4876.47316233927","5208.18179729762","5709.41505067462","6253.54464759201","6982.52204021996","7723.23060677276","8340.0619703369","8590.94900112197","9270.63161941525","9983.31628400542","10598.9474761759","11095.9636251124","11425.4028751351","11515.8776568166","11920.479390428","12544.8531525988","13366.3332791028","14019.8909988523","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2608.02329583862","2700.67504323644","2772.47808996871","2870.49824519762","2969.61914036532","3111.64375704136","3286.02357791161","3449.23596960258","3476.70031212167","3605.14838418435","3836.00419462245","4013.26893767316","4204.309271901","4475.14857045574","4887.40658003339","5333.57683037174","5922.7001290169","6519.06484887178","7008.19220355558","7208.18756402158","7742.3567915879","8299.76889052599","8771.66358077319","9171.0769013406","9442.92013501511","9517.06058466069","9815.45463401568","10293.4617528912","10928.0968853521","11419.8826213345","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1328.16169949759","1360.86677641146","1383.99809096746","1391.19714146118","1395.65447158929","1438.15646007572","1495.67444338022","1530.57425644994","1560.55390461159","1596.83553017365","1658.78686667074","1733.55314579156","1809.65670647354","1896.20391605466","2031.29083545535","2177.08324980268","2329.63234873036","2487.35769907794","2605.04068983645","2698.44471553446","2820.66848912654","2944.57404088132","3028.48695835719","3197.75415621421","3373.90661383934","3482.80526314031","3540.76673743555","3669.32842429632","3851.57780287502","3980.74548081047","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1975.42720629688","2032.46375208559","2092.59647976434","2083.66229043467","2096.65870187502","2137.03598045755","2217.81571863816","2242.27216956344","2271.30843476987","2302.05233144034","2386.16345851418","2483.39462804955","2623.8626770906","2750.05784015313","2969.33758680057","3173.43764672531","3379.84044963735","3584.41487593869","3707.21831270094","3844.74179006801","4001.25030823868","4168.39586910958","4235.2057766648","4403.48646328825","4612.69486078273","4679.97574462489","4673.34019782205","4779.91574320078","4979.69477630407","5063.06330977265","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3082.08233929689","3347.89049967578","3585.52782588368","3845.20225051607","4156.64779060459","4522.29295002484","4891.43932595429","5134.50794220607","4447.17441464182","4484.06923192199","4743.94469415312","4956.36115129303","5190.36499016359","5465.26420242497","5816.18149251643","6254.61432630332","6708.57559413028","7229.5380919644","7710.66607495119","8021.74776250678","8505.74853499029","9095.73363343822","9713.87315806302","10067.422245003","10278.139920209","10247.206377812","10494.5604668313","10935.8417542919","11639.8650613917","12301.7528999018","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","990.940714506627","1010.43381434636","1012.81438024892","1030.10813352121","1030.16411401728","1075.22345641727","1120.8015481147","1162.22899420826","1193.08007709453","1233.25331499442","1284.09092436201","1348.17500923116","1390.10683365613","1456.85696474723","1548.30185224974","1664.76908174846","1790.30140776834","1924.63920322635","2040.98498481615","2110.84335784641","2214.57294038734","2314.92081597906","2408.28123272228","2579.33998763642","2739.29840264793","2873.87786336933","2969.94823746443","3113.96342548074","3290.30285159166","3449.40722820421","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.66848724779","1230.08697365313","1300.77505523724","1367.6366878107","1461.18343229864","1574.31797073774","1691.8047801957","1757.51471290038","1852.81043352559","2009.21568837782","2095.64700419512","2206.44818325636","2287.63002012228","2472.1037408716","2695.89369735673","2953.10925099072","3237.29479944603","3525.31444910365","3650.9429341224","3912.41821782714","4236.74432396135","4493.66789625471","4861.14637077484","5057.21758085031","5233.86854281857","5464.85914051525","5839.8985890506","6185.99389258543","6650.11214875053","7034.21722432128","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13734.3469540048","14389.8320092344","15106.3987455873","15801.5227974316","17000.7302501258","18932.1746224757","20468.6846151113","22620.3183091368","25059.4014037042","26995.2612894747","30184.9598109279","32546.3936956907","35212.0947152903","36238.3481785662","38669.3990361849","40437.7745791191","44197.5497653526","46756.3009725199","44283.7301119233","41653.2437279843","43327.4024159173","44855.3247012361","46256.5688825764","47897.2916625856","51067.9767132391","69056.0460368695","71921.7170489379","78128.181584186","84459.651636941","88240.9010288554","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7217.41471512995","8194.61533743379","8457.46329620606","8609.70447814878","8536.72717264149","8791.05505377371","9286.32711144256","9365.5000916008","9550.77870849854","9646.54126562245","10309.0665590655","10485.2880755807","11283.1048246152","12342.7285759841","13070.5591079509","13745.9200185832","14702.9584621911","16150.3347219781","16326.3236386137","16433.2592517515","17388.8956125789","18008.8025208047","15950.1045340642","15273.8463115438","15235.7048371843","13588.4676012498","14011.5451287595","14535.8630641234","","","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2678.33787538997","3530.89097389279","4572.15656210486","4704.77212521071","4756.7558686108","5213.7034476408","6233.09243076672","8241.01338574221","9533.39259909985","9591.04019744876","9733.02773124094","8937.56014654601","5920.96418521386","9134.93364583577","9611.747707374","10699.5651047649","10953.5261893538","11883.3653199286","12127.6243683981","12717.0175642756","13515.5481266513","15163.3506176862","15535.3511247069","14267.0356145154","10391.7777057846","9897.00144133236","10971.9700125942","10911.6379077587","11332.1414748318","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21978.115735747","22409.3056220584","21870.1354885181","22452.8912375759","23554.8710626624","23946.5589158473","24771.6946921902","26904.1826420247","28688.1541216649","29523.1903040836","29717.5686875994","31775.4681908625","32524.0237506196","32619.8649138074","35608.2276138726","37233.1983071674","39087.3572033637","41157.2331465877","43318.3524719151","41937.0939136673","39606.5957926381","40767.2355099391","41926.3416168032","44157.5521220067","45714.7926578273","48854.3454418089","53025.4395146428","55562.4266215313","57742.1502788848","60061.3705901909","",
