"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635.43883090643","637.008166151196","593.038908737738","591.745474336254","616.02444645221","655.88976507517","624.596673202196","652.435072488283","674.280672129772","692.204671042619","674.439740067559","704.222164508544","725.615024667026","684.95662623964","730.748453939406","745.572863095432","789.210791951323","831.607791499467","849.941447965263","916.187283120823","958.920448355564","1012.65808884034","1102.02653199185","738.475390341037","720.3234642228","787.013081642243","851.071921080369","912.80205230035","955.128061489303","984.028049674848","",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150.787992707","20145.9254666282","20550.63353963","21363.6334802633","22555.342375438","23403.4815153098","23963.9676031324","25167.3101503635","26220.4431575046","27745.8065524148","29265.7281278482","30107.8788411777","30853.201316329","32219.4287486237","33795.6837049447","36211.0845984165","37995.0048039266","39451.3195275281","40275.9898957504","38794.9307164986","40019.2054024998","41569.449617197","42290.9654102745","44298.5787342765","45753.7505547994","44671.4406809074","46480.4653626012","48633.829775434","50077.796236328","51341.7051667877","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7087.46540512141","6644.2040731452","6676.41645645866","6947.47769499075","7384.18842594996","7966.22760623299","8369.20591420072","8686.44580956464","9079.73702829207","9378.91715893517","10003.8990199997","10786.2864203599","11611.064580283","12306.5590461283","13450.8089392838","14288.1657770149","15881.3373860512","17717.7572397042","19650.6342738415","19689.3117282697","20750.03637126","22153.150554986","22972.8297779516","23970.9322734102","24984.9667048871","26091.073454504","27753.1421253631","29927.551861741","31739.7256706733","34136.1861041064","",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27586.7607330146","27907.5062451772","28218.1749206836","28588.8060200597","29335.2536359892","29893.9615684353","30526.4385339668","31805.1331117075","32918.5020207553","33814.0792910998","35763.0108555161","36778.3746507988","37718.3041278531","37713.9613759488","39170.1810857706","40572.2631753381","45098.8079232011","49742.7226860993","52584.7349460344","51808.2472919069","53107.3854904557","56183.8325850081","57849.5839884654","60108.5163468318","61902.1624060426","63938.9799757284","65720.1465291161","67139.0499217186","69357.4860551593","70989.2581261576","",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4511.16997825586","4952.53848210155","5622.77735855376","6119.38019460833","6568.78082455401","7351.82886112748","8011.57109591562","8637.33061678494","8995.76512018912","8977.11749765428","9553.56652260893","9972.65109521817","10333.0636606751","10841.3238171049","11812.6349740889","12746.5833879323","15753.962990375","16941.8359830089","16501.8069214628","16159.6052340491","18161.8039224929","20342.5709204911","21507.7074027908","22439.2783559589","22786.6556023986","22688.010028137","22710.0170647296","23663.8852921125","24765.2345896396","25154.9928229185","",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","982.336058221609","1094.90124581231","1263.47358407328","1455.9389281999","1662.22405087925","1862.5479326307","2063.21922397439","2269.18905190091","2450.94996042806","2653.89781451508","2920.51545752107","3210.08333508722","3534.83386989591","3937.20902072253","4425.66107084109","5053.75615511684","5836.27797088826","6810.29054769904","7574.1253561508","8307.8234091609","9253.7586381088","10299.871105089","11197.5979037781","11923.752024745","12549.7717426876","12978.7685705045","13572.6207254516","14344.4204022609","15602.9414731562","16784.6593497155","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2053.96694687347","2049.11307194956","2017.25328229225","1989.75604441575","1979.55323559256","2094.27926316156","2224.55894627493","2275.40131629127","2343.41620276054","2348.93035410951","2291.44115259565","2289.12595627566","2236.32908593233","2199.90095821786","2239.75497026103","2300.12223194231","2354.29134382397","2406.77894326208","2460.24709307472","2501.7285220189","2522.36492983103","2404.04227964872","2626.06838275999","2828.40134144047","3127.4791681667","4652.89062085021","4726.98312102936","4830.75170129491","5147.58709147615","5455.36001247764","",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1855.40906901471","1790.70636379663","1723.39806986668","1578.25503476058","1600.54487505069","1644.92959434477","1701.69958077062","1774.15198143617","1826.59518249322","1882.7770949707","1941.69712856431","2017.01136486753","2079.76020924045","2156.69139629162","2302.1161434903","2357.04811683607","2444.75394280463","2562.26353871296","2629.88696476193","2634.67741734461","2681.88681703305","2773.89666656205","2855.44615572722","3002.61078104672","3185.3551485686","3260.52496906015","3405.05758901073","3554.52515589469","3688.58153418891","3804.07171078258","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.773089055432","805.603709715923","709.285661037286","604.305991294026","571.96235303363","569.327298796184","557.970362602267","522.631954634548","508.07357647215","481.907251479236","447.08219838536","435.076334088261","441.820308540367","460.770152574972","489.419993621292","518.840239245301","545.151474173229","575.749115571405","603.287907487453","604.844154087574","633.913123659282","668.9408609868","669.56746203289","753.48513638362","849.760795523223","905.450456845892","963.669308905139","1059.8107753086","1111.51744670518","1143.4532245044","",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3231.38503748229","3328.09118113106","3397.95077945951","3350.29925202639","3144.8435491099","3246.02430237946","3350.4218106988","3290.66700190003","3353.40797381443","3219.32624301124","3439.90638783673","3546.38418595186","3662.31892033571","3654.11070609586","3768.4144916158","4057.36814467037","4295.73026501733","4194.63371614862","4362.1647532162","4571.1251098185","4878.07471072942","5008.38880253453","4897.74980219862","4761.54567197617","4700.52812635164","3338.90097247311","3397.56351840348","3448.53720769405","3494.98573870995","3434.75567523643","",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5012.22043302775","5182.76856903659","5408.8705251566","5724.01622150428","6070.67448263293","6401.81373063786","6535.52951266641","6758.2711111399","6758.52540364244","6460.90632947036","6690.37324439752","6843.73716657353","7018.08253349214","7319.5437415133","7806.05013813455","8324.75624941904","9035.56647640369","9781.96950906706","10179.2441515813","10258.9708392097","10731.6456777552","11604.0128312684","12018.3573188866","12727.2790581838","13306.9986681557","13265.7972569151","13952.1361530495","14316.4858099112","14965.8953560561","15643.7314460931","",
